Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_Timestamp,cleaned_Gender,cleaned_Country,cleaned_state,cleaned_self_employed,cleaned_family_history,cleaned_treatment,cleaned_work_interfere,cleaned_no_employees,cleaned_remote_work,cleaned_tech_company,cleaned_benefits,cleaned_care_options,cleaned_wellness_program,cleaned_seek_help,cleaned_anonymity,cleaned_leave,cleaned_mental_health_consequence,cleaned_phys_health_consequence,cleaned_coworkers,cleaned_supervisor,cleaned_mental_health_interview,cleaned_phys_health_interview,cleaned_mental_vs_physical,cleaned_obs_consequence,cleaned_comments
2014-08-28 22:16:34,43,Cis Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,* Small family business - YMMV.,20140828 221634,cis male,united states,wa,,,yes,sometimes,100500,yes,yes,yes,yes,,yes,yes,difficult,yes,maybe,,,,maybe,,yes,small family business ymmv
2014-08-28 22:17:15,38,Male,United States,WA,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,* Small family business - YMMV.,20140828 221715,male,united states,wa,,yes,yes,sometimes,100500,,yes,,sure,,,dont know,difficult,yes,yes,,,,maybe,,,small family business ymmv
2014-08-28 22:18:41,26,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,* Small family business - YMMV.,20140828 221841,male,united states,wa,,yes,yes,sometimes,1000,,yes,dont know,sure,,yes,yes,difficult,maybe,,,,yes,yes,,yes,small family business ymmv
2014-08-28 22:20:33,38,Male,United Kingdom,,Yes,Yes,Yes,Rarely,1-5,Yes,No,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No,,20140828 222033,male,united kingdom,,yes,yes,yes,rarely,15,yes,,,,,,yes,difficult,maybe,,,,,,,,
2014-08-28 22:22:39,42,Male,United States,TX,No,No,Yes,Often,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,,20140828 222239,male,united states,tx,,,yes,often,625,,yes,dont know,,,dont know,dont know,dont know,yes,maybe,,,,maybe,dont know,,
2014-08-28 22:23:47,33,Male,Netherlands,,No,Yes,Yes,,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,,20140828 222347,male,netherlands,,,yes,yes,,625,,yes,dont know,,,dont know,dont know,dont know,,,yes,yes,maybe,maybe,yes,yes,
2014-08-28 22:35:10,32,Male,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,,20140828 223510,male,united states,wa,,,yes,rarely,1000,,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,,,,,,dont know,,
2014-08-28 22:39:57,44,male,United States,WA,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,,20140828 223957,male,united states,wa,,yes,yes,sometimes,625,yes,yes,yes,yes,yes,yes,yes,somewhat difficult,maybe,maybe,,yes,,maybe,,,
2014-08-28 22:46:40,28,Male,United States,WA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,,20140828 224640,male,united states,wa,,yes,yes,rarely,1000,,yes,yes,yes,dont know,dont know,dont know,dont know,maybe,,,,,,,,
2014-08-28 23:03:05,40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes,,20140828 230305,male,united states,wa,,yes,yes,sometimes,1000,yes,yes,yes,yes,yes,yes,yes,difficult,yes,,,,,maybe,dont know,yes,
2014-08-28 23:13:18,31,F,United States,AZ,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,,20140828 231318,f,united states,az,,yes,yes,sometimes,5001000,,yes,yes,yes,,dont know,yes,somewhat easy,maybe,,,yes,,,yes,,
2014-08-28 23:16:30,32,male,United States,WA,No,Yes,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,,20140828 231630,male,united states,wa,,yes,,sometimes,100500,,yes,yes,yes,yes,yes,dont know,dont know,yes,,,,,,dont know,,
2014-08-28 23:57:07,28,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,,20140828 235707,male,united states,wa,,yes,yes,sometimes,1000,,yes,dont know,,dont know,dont know,dont know,somewhat easy,maybe,,,,,maybe,,,
2014-08-29 00:05:07,39,Male,United States,AZ,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,,20140829 000507,male,united states,az,,yes,yes,often,26100,,yes,yes,yes,,,yes,dont know,yes,,,,,,,,
2014-08-29 00:06:49,45,Male,United States,NY,No,No,No,,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,,20140829 000649,male,united states,ny,,,,,1000,,,yes,yes,yes,yes,dont know,dont know,,,,,,,yes,,
2014-08-29 00:11:17,43,Male,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky.,20140829 001117,male,united states,wa,,,yes,rarely,1000,,yes,yes,yes,yes,yes,dont know,somewhat easy,,,yes,yes,maybe,yes,yes,,exceptional employer havent run problems employer ive consider lucky
2014-08-29 00:41:25,35,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,,20140829 004125,male,united states,ca,,,yes,sometimes,1000,,yes,yes,yes,dont know,yes,dont know,difficult,maybe,maybe,,,,,dont know,,
2014-08-29 00:43:37,40,Male,United States,WA,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,,20140829 004337,male,united states,wa,,yes,yes,sometimes,625,,yes,yes,yes,dont know,dont know,yes,easy,maybe,,,,,,dont know,,
2014-08-29 00:47:09,34,Male,Netherlands,,No,No,Yes,Rarely,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140829 004709,male,netherlands,,,,yes,rarely,26100,,yes,,yes,,,yes,easy,,,yes,yes,maybe,maybe,yes,,
2014-08-29 01:14:09,24,Male,United Kingdom,,No,Yes,Yes,Often,26-100,No,No,Don't know,Yes,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,,20140829 011409,male,united kingdom,,,yes,yes,often,26100,,,dont know,yes,,,,somewhat easy,yes,maybe,,yes,,maybe,,yes,
2014-08-29 01:20:32,61,male,South Africa,,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,,20140829 012032,male,south africa,,yes,,yes,sometimes,15,yes,yes,,,,,dont know,difficult,yes,maybe,,yes,,maybe,,yes,
2014-08-29 01:40:36,36,Female ,United States,WA,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,,20140829 014036,female,united states,wa,,yes,yes,rarely,625,,yes,dont know,,,dont know,dont know,dont know,yes,maybe,,,,,dont know,,
2014-08-29 02:10:57,38,Male,United States,TN,No,No,No,,6-25,No,Yes,No,No,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Some of these should not be required.,20140829 021057,male,united states,tn,,,,,625,,yes,,,,,yes,dont know,maybe,,,yes,maybe,maybe,dont know,,required
2014-08-29 02:24:13,33,male,Germany,,No,Yes,Yes,Often,26-100,No,Yes,Don't know,Not sure,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,,20140829 022413,male,germany,,,yes,yes,often,26100,,yes,dont know,sure,yes,,yes,somewhat easy,,,,yes,yes,yes,yes,,
2014-08-29 03:02:16,30,male,United States,WA,No,Yes,No,Never,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No,,20140829 030216,male,united states,wa,,yes,,never,1000,,,dont know,,,dont know,dont know,dont know,yes,maybe,,,,,,,
2014-08-29 03:02:45,34,male,Netherlands,,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,Though I'm in the Netherlands and chose that country from the list quite some questions are strongly geared towards the US. Over here people don't need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave we still get paid our salaries something the employer can get insurance for). I answered yes to questions about these things meaning it's covered not it's covered by my employer.,20140829 030245,male,netherlands,,yes,yes,yes,rarely,15,yes,yes,yes,yes,yes,yes,yes,easy,,,yes,,,maybe,yes,,though im netherlands chose country list quite questions strongly geared towards us people dont need benefits employer pay enough taxes government pay treatment physical mental condition dont need employer approval medical leave thats something qualified medical professional decides leave still get paid salaries something employer get insurance answered yes questions things meaning covered covered employer
2014-08-29 03:08:25,26,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,,20140829 030825,male,united states,ca,,,yes,rarely,1000,,yes,yes,sure,dont know,dont know,dont know,dont know,,,,,,maybe,,,
2014-08-29 04:39:23,33,M,United Kingdom,,No,No,No,,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,,20140829 043923,,united kingdom,,,,,,1000,,yes,dont know,sure,dont know,dont know,dont know,dont know,,,,yes,maybe,maybe,dont know,,
2014-08-29 04:53:12,32,Male,United Kingdom,,No,No,No,,6-25,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No,,20140829 045312,male,united kingdom,,,,,,625,,yes,dont know,,,,dont know,easy,,,,yes,,maybe,,,
2014-08-29 05:15:30,25,male,Germany,,Yes,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,,20140829 051530,male,germany,,yes,,,sometimes,625,yes,yes,,yes,,,yes,somewhat easy,,,,yes,yes,yes,yes,,
2014-08-29 05:24:07,35,male,Germany,,Yes,No,Yes,Sometimes,26-100,Yes,No,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No,,20140829 052407,male,germany,,yes,,yes,sometimes,26100,yes,,dont know,,,,dont know,somewhat difficult,yes,maybe,yes,,,maybe,dont know,,
2014-08-29 05:39:21,24,M,United Kingdom,,Yes,Yes,No,Often,1-5,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,,20140829 053921,,united kingdom,,yes,yes,,often,15,yes,yes,dont know,sure,,,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-29 05:47:19,55,male,United Kingdom,,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,,20140829 054719,male,united kingdom,,,,yes,often,1000,,,yes,yes,yes,yes,dont know,somewhat easy,yes,maybe,,,,maybe,,yes,
2014-08-29 05:54:26,33,Male,United Kingdom,,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,,20140829 055426,male,united kingdom,,yes,yes,yes,sometimes,15,yes,yes,,yes,,,,difficult,yes,maybe,,,,maybe,,yes,
2014-08-29 05:57:48,26,Female,United Kingdom,,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract.,20140829 055748,female,united kingdom,,yes,yes,yes,sometimes,15,yes,yes,,,,,dont know,easy,maybe,,,yes,,maybe,yes,,trans woman suffer depression relating im contractor ive answered questions relating current contract
2014-08-29 06:06:46,25,Male,United Kingdom,,No,No,No,Never,6-25,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,,20140829 060646,male,united kingdom,,,,,never,625,yes,yes,dont know,sure,dont know,dont know,dont know,easy,,,yes,yes,,,dont know,,
2014-08-29 06:37:49,45,Male,United Kingdom,,No,Yes,No,Rarely,100-500,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,,20140829 063749,male,united kingdom,,,yes,,rarely,100500,,,dont know,,,,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-29 06:42:57,33,female,United Kingdom,,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140829 064257,female,united kingdom,,yes,,yes,sometimes,15,yes,yes,,yes,yes,yes,yes,easy,,,,yes,,,dont know,,
2014-08-29 07:12:43,43,Male,United States,MI,No,No,No,Sometimes,More than 1000,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,,20140829 071243,male,united states,mi,,,,sometimes,1000,yes,yes,,sure,,,dont know,difficult,yes,maybe,,,,maybe,,yes,
2014-08-29 07:21:30,30,Male,United Kingdom,,Yes,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,,20140829 072130,male,united kingdom,,yes,,yes,sometimes,625,,yes,,yes,,,,difficult,yes,yes,,,,,yes,yes,
2014-08-29 07:28:17,40,Male,United States,IN,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,,20140829 072817,male,united states,,,yes,yes,rarely,625,,yes,dont know,sure,,dont know,dont know,dont know,,,yes,yes,,maybe,dont know,,
2014-08-29 07:51:42,49,Male,United States,GA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Thank you for shining a light on this topic.,20140829 075142,male,united states,ga,,yes,,never,1000,,yes,yes,yes,yes,yes,yes,dont know,,,yes,yes,,,yes,,thank shining light topic
2014-08-29 08:26:36,29,Male,Germany,,No,No,No,,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,,20140829 082636,male,germany,,,,,,625,,yes,dont know,sure,,,dont know,somewhat easy,,,,yes,maybe,yes,dont know,,
2014-08-29 08:36:24,26,male,Germany,,No,No,No,,500-1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,,20140829 083624,male,germany,,,,,,5001000,,yes,dont know,,dont know,dont know,dont know,dont know,,,,,maybe,maybe,dont know,,
2014-08-29 08:46:31,38,cis male,United States,WA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,,20140829 084631,cis male,united states,wa,,,,never,1000,,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,,,,maybe,,yes,
2014-08-29 08:53:19,27,Male,France,,No,Yes,No,,500-1000,No,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes,,20140829 085319,male,france,,,yes,,,5001000,,,yes,yes,dont know,,yes,somewhat easy,maybe,maybe,,,,maybe,dont know,yes,
2014-08-29 08:54:23,26,male,Belgium,,No,No,No,Never,6-25,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,,20140829 085423,male,belgium,,,,,never,625,,yes,yes,,,,,somewhat easy,maybe,,,,,,dont know,,
2014-08-29 08:57:14,28,Male,United Kingdom,,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,,20140829 085714,male,united kingdom,,,yes,yes,often,26100,,yes,,,,,dont know,somewhat easy,maybe,maybe,yes,yes,,,,,
2014-08-29 08:57:42,40,Male,United States,ME,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,,20140829 085742,male,united states,,,yes,yes,sometimes,15,yes,yes,,,,,dont know,dont know,maybe,maybe,,yes,,maybe,,,
2014-08-29 08:59:08,37,Female,Canada,,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,,20140829 085908,female,canada,,yes,yes,yes,rarely,15,yes,yes,,yes,,,yes,somewhat easy,yes,maybe,,,maybe,maybe,dont know,yes,
2014-08-29 08:59:40,34,female,United Kingdom,,No,Yes,Yes,Often,26-100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,,20140829 085940,female,united kingdom,,,yes,yes,often,26100,yes,,yes,yes,,yes,,somewhat easy,yes,yes,,,,,dont know,,
2014-08-29 09:01:01,28,male,United States,NY,No,Yes,Yes,Often,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,,20140829 090101,male,united states,ny,,yes,yes,often,100500,,yes,dont know,sure,,dont know,dont know,dont know,maybe,,,,,yes,dont know,,
2014-08-29 09:01:45,27,Male,Canada,,No,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140829 090145,male,canada,,,,,never,26100,,yes,yes,sure,yes,,yes,easy,,,yes,yes,maybe,maybe,yes,,
2014-08-29 09:02:04,29,Male,United Kingdom,,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,,20140829 090204,male,united kingdom,,,,yes,sometimes,625,yes,yes,,,,,dont know,easy,,,yes,yes,,yes,yes,,
2014-08-29 09:02:56,39,Female,United Kingdom,,No,Yes,No,Rarely,500-1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,,20140829 090256,female,united kingdom,,,yes,,rarely,5001000,yes,yes,dont know,sure,,,dont know,somewhat difficult,yes,yes,,,,,,yes,
2014-08-29 09:03:50,28,male,United Kingdom,,No,No,No,Often,6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,,20140829 090350,male,united kingdom,,,,,often,625,,yes,,,,,,somewhat difficult,yes,,,,,yes,yes,,
2014-08-29 09:10:08,23,Male,United States,PA,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,,20140829 091008,male,united states,pa,,yes,,sometimes,26100,,yes,yes,sure,yes,yes,yes,somewhat easy,,,,,,maybe,dont know,,
2014-08-29 09:10:58,8,A little about you,"Bahamas, The",IL,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,20140829 091058,little,bahamas,il,yes,yes,yes,often,15,yes,yes,yes,yes,yes,yes,yes,easy,yes,yes,yes,yes,yes,yes,yes,yes,
2014-08-29 09:12:16,38,Male,United Kingdom,,No,No,No,,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140829 091216,male,united kingdom,,,,,,15,yes,yes,,,,,yes,somewhat easy,,,,yes,,,dont know,,
2014-08-29 09:13:43,19,Male,United Kingdom,,No,No,No,,6-25,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,,20140829 091343,male,united kingdom,,,,,,625,,yes,yes,,,yes,dont know,easy,,,yes,yes,,,yes,,
2014-08-29 09:14:45,30,Female,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,,20140829 091445,female,united states,il,,yes,yes,sometimes,26100,,yes,yes,yes,yes,dont know,yes,easy,,,,,,,yes,,
2014-08-29 09:15:05,28,male,United Kingdom,,Yes,No,No,,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,,20140829 091505,male,united kingdom,,yes,,,,15,yes,yes,,yes,,,yes,easy,maybe,maybe,,,,,yes,,
2014-08-29 09:15:52,20,Male,India,,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No,,20140829 091552,male,india,,,,yes,sometimes,26100,,yes,dont know,,,,dont know,dont know,yes,,,,,maybe,yes,,
2014-08-29 09:19:25,35,Male,United Kingdom,,Yes,No,No,Sometimes,1-5,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140829 091925,male,united kingdom,,yes,,,sometimes,15,,yes,dont know,sure,,dont know,dont know,somewhat easy,,,,yes,,,dont know,,
2014-08-29 09:24:34,39,male,United States,MN,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,,20140829 092434,male,united states,mn,,,yes,rarely,100500,yes,yes,yes,yes,,,yes,easy,maybe,,,yes,,,dont know,,
2014-08-29 09:23:22,31,Female,United States,TX,No,Yes,No,Never,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,,20140829 092322,female,united states,tx,,yes,,never,1000,,,yes,sure,,dont know,dont know,dont know,yes,yes,,,,,dont know,,
2014-08-29 09:23:44,32,Male,United Kingdom,,No,No,No,Rarely,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,,20140829 092344,male,united kingdom,,,,,rarely,5001000,,yes,,,,,dont know,dont know,yes,,,,,,dont know,,
2014-08-29 09:27:12,27,Male,Sweden,,No,No,No,,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,,20140829 092712,male,sweden,,,,,,625,,yes,,,,,dont know,dont know,,,,,,,dont know,,
2014-08-29 09:29:37,25,Male,United States,PA,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,,20140829 092937,male,united states,pa,,yes,yes,often,625,yes,yes,yes,yes,,dont know,yes,somewhat easy,,,yes,yes,maybe,maybe,dont know,,
2014-08-29 09:31:37,42,male,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,,20140829 093137,male,united states,,,yes,yes,sometimes,625,yes,yes,dont know,,,dont know,dont know,dont know,maybe,,,yes,,maybe,dont know,,
2014-08-29 09:31:49,34,male,United States,PA,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,,20140829 093149,male,united states,pa,,yes,yes,often,100500,,yes,yes,yes,,,yes,easy,,,yes,yes,maybe,maybe,dont know,,
2014-08-29 09:33:43,26,female,United States,OH,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,,20140829 093343,female,united states,oh,,,yes,sometimes,26100,yes,yes,dont know,,,dont know,dont know,dont know,maybe,,,,maybe,maybe,dont know,yes,
2014-08-29 09:35:46,35,Male,United Kingdom,,No,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,,20140829 093546,male,united kingdom,,,yes,yes,sometimes,15,,yes,,yes,,,yes,easy,yes,yes,,,,maybe,yes,yes,
2014-08-29 09:36:04,34,Male,United Kingdom,,No,No,No,Never,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No,,20140829 093604,male,united kingdom,,,,,never,5001000,,yes,dont know,,,dont know,dont know,easy,maybe,,yes,yes,,,yes,,
2014-08-29 09:36:46,38,m,United States,PA,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.,20140829 093646,,united states,pa,,yes,yes,sometimes,100500,yes,,yes,yes,,yes,yes,easy,,,yes,yes,yes,yes,dont know,,mental health part insurance program ucr 50 140 medicare means solo mental health practitioner charge area 150180 session result 4560 reimbursement thus high pocket expense usage different schedule ucr often lower rate hard determine purchasing insurance even new health insurance exchanges
2014-08-29 09:40:13,34,M,United States,SD,No,No,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,,20140829 094013,,united states,sd,,,,sometimes,100500,,yes,dont know,,,,dont know,dont know,yes,,,,,maybe,dont know,,
2014-08-29 09:42:23,39,M,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,,20140829 094223,,united states,,,yes,yes,sometimes,625,yes,yes,,yes,,,yes,somewhat easy,,,,yes,maybe,yes,yes,,
2014-08-29 09:46:56,44,F,United States,CA,No,No,No,,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,,20140829 094656,f,united states,ca,,,,,100500,,yes,dont know,sure,,,dont know,dont know,yes,,,,,,dont know,,
